Time,Text,Name,Tweet_id,Verified
2022-02-01 21:05:04,SOLD!  Dudo Punk #3 for 0.005 ETH  Congratulations to the lovely Owner for adoption   #NFTCommunity #NFTs #nftart #NFTCollection #Bitcoin #BAYC,@dudopunks,/dudopunks/status/1488619431529893894,False
2022-02-01 21:04:08,"#Bitcoin.  It's designed to go up forever.  If your other investments are NOT outperforming it, you are misallocating capital.",@IIICapital,/IIICapital/status/1488619199358550017,True
2022-02-01 21:03:18," BREAKING   you dont need anything other than a strike account to get any percentage of your paycheck in #bitcoin  athletes and big corporations are cool and all (#networkeffects) but you don't need a partnership or a special boss  we got ur back   for plebs, by plebs ",@Strike,/Strike/status/1488618988024307715,False
2022-02-01 21:03:09,"""#Bitcoin is the ultimate open free market."" - Microstrategy CEO ",@BitcoinMagazine,/BitcoinMagazine/status/1488618950279806977,False
2022-02-01 21:02:38,"ICYMI: Episode 47  The #Bitcoin price drop, @nayibbukele shitposting on Twitter, @onepeloton Bitcoin mining, the country with the largest unbanked population % (surprise reveal) and Dave challenges listeners to a fight in the Metaverse  Listen now ",@britcoiners,/britcoiners/status/1488618817735606274,False
2022-02-01 21:02:13,Great spaces session! Listen in & you’ll see why I’m so bullish and looking for 50x+ this year for $DIVI  Also I got a sneak peek of what’s coming for the mobile wallet. It will be the BEST all purpose wallet in all of #crypto  #bitcoin #btc #eth $LUNA $SOL $ADA $AVAX $ATOM #DeFi,@ButWhenMoon,/ButWhenMoon/status/1488618715449077760,True
2022-02-01 21:00:44,Now is the time to get #NFTs by @EvanKirstel from @rally_io NFT marketplace. Learn more about NFTs #Coinholder Access Anyone holding 25 $B2B or more gets exclusive access https://buff.ly/3FT6REb #bitcoin #fintech #CIO #socialmedia #CMO #marketiing #crypto #B2B,@EvanKirstel,/EvanKirstel/status/1488618341782667267,True
2022-02-01 20:59:37,Any #bitcoin families in play del carmen #mexcio ?  I wanna make someone happy. I’m soon leaving but the house is paid till 6th of march. Who wants to stay a month for FREE in a 4 bedroom villa with pool close to center and beach?   Retweet and comment why you should get ,@Diditaihuttu,/Diditaihuttu/status/1488618062274301952,True
2022-02-01 20:59:06,In El Salvador. More people have #bitcoin wallets. Than traditional bank accounts,@willposk,/willposk/status/1488617931323973632,False
2022-02-01 20:58:32,I won't stop building mines until #bitcoin consumes 100% of the world's energy.,@SGBarbour,/SGBarbour/status/1488617789329793028,True
2022-02-01 20:09:26,"#Bitcoin  2H looks to me like a bull trap.  Consolidation above 99sma failed to break upwards and EMAs have yet to reclaim back above the 99sma meaning pressure is still towards downside.  I think we can revisit $36,000 range.",@Nebraskangooner,/Nebraskangooner/status/1488605429722759175,True
2022-02-01 20:07:18,Brace yourself because this WEDNESDAY at 7 PM EST #RMDOXX Devs talks with #Sandstorm/AMA!!! You don't want to miss that!!  https://loom.ly/j6Ravl4   #crypto #bitcoin #rickmortydoxx,@minnie_queen505,/minnie_queen505/status/1488604893418082305,False
2022-02-01 20:03:40,Stake #Axion earn #Bitcoin it's that easy!!! @axion_network #Bitcoin @0xPolygon,@Thors_Lightning,/Thors_Lightning/status/1488603979491823619,False
2022-02-01 20:01:08,"Stake #Axion & Earn up to 47% APR + daily liquid #Bitcoin payouts. Enter our Accelerator, and get a bonus of up to 20.8% additional $AXN!  ACCELERATE Your #Crypto!!! https://stake.axion.network/accelerator/MATIC…  #NFT #BTC #Cryptocurrency #ETH #Ethereum #BSC #NFTs #Airdrop",@axion_network,/axion_network/status/1488603341664002054,False
2022-02-01 20:00:52,The accuracy #Bitcoin,@JamieStuckert,/JamieStuckert/status/1488603276488630276,False
2022-02-01 19:59:38,Listen in to @saylor and @LynAldenContact on #bitcoin outlook @ our #bitcoin for corporations event.  https://twitter.com/i/broadcasts/1ynKOZPRqLkxR…,@MicroStrategy,/MicroStrategy/status/1488602965317357568,True
2022-02-01 19:57:59,INTRODUCING: The Bitcoin Mining Conference 2022  No sales & marketing noise. Just pure #bitcoin mining signal.   https://btcminingconference.com,@BraiinsInsights,/BraiinsInsights/status/1488602549682905099,False
2022-02-01 19:57:43,Brace yourself because this WEDNESDAY at 7 PM EST #RMDOXX Devs talks with #Sandstorm/AMA!!! You don't want to miss that!!!  https://loom.ly/j6Ravl4   #crypto #bitcoin #eth,@RMDoxx,/RMDoxx/status/1488602483530293256,False
2022-02-01 19:44:22,"This #Bitcoin  #PEPE is too BIG to Fail, grab this new cheap @DankDirectory #NFT before some one scoope it,  #CounterpartyXCP dispenser link : https://xchain.io/tx/e54cc4b1a66f1feeb97cc29c4770e7e5183e61d6b83d87426ad356afdda5a3b1…",@Tizarrr,/Tizarrr/status/1488599121686835201,False
2022-02-01 19:43:53,Thailand removes plans to tax #Bitcoin and crypto transactions.    As India declares 30% tax on cryptocurrency Thailand  opens its doors for people to come transact. Will be interesting if we see a spike in tourism and how other countries will react.,@NetworksManager,/NetworksManager/status/1488599000194621440,False
2022-02-01 19:40:41,"CEO of @trylolli on 2022 and 2023 outlook for #bitcoin, ""We will keep winning. We will see more payments, more rewards, and more usage.""",@MicroStrategy,/MicroStrategy/status/1488598196372729858,True
2022-02-01 19:39:05,"This looks good enough for me.   -1R if it pumps, vast riches if it dumps.  Shaving 50% at the equal lows, letting the rest run as far as it wants to go.  This is a standard size, will add on a reclaim of weekly open.  #Bitcoin",@Livercoin,/Livercoin/status/1488597793149177864,False
2022-02-01 19:38:48,#Bitcoin is for LOVERS of #LibertadEconomica  ,@stacyherbert,/stacyherbert/status/1488597721556606978,False
2022-02-01 19:31:20,Everything is connected.   It's just hard to see from your silo because the signal connecting it all is being manipulated.   Misinformation in money = misinformation everywhere.   #Bitcoin,@JeffBooth,/JeffBooth/status/1488595842114080770,True
2022-02-01 19:31:12,"Ever Wondered If There's a Faster, Cheaper and More Secure Option?   Meet Portal  Utilising Best of Both Worlds - BTC ₿ and Layer2   @portal_finance  #bhPortal #Bitcoin",@BHVenture,/BHVenture/status/1488595810145255430,True
2022-02-01 19:30:32,Took my dogs for a toboggan ride on the frozen lake today.   Asked them about #bitcoin. They had no idea what I was talking about.   We are still so early.,@TomerStrolight,/TomerStrolight/status/1488595641332903944,False
2022-02-01 19:19:48,"""There is major consumer demand for #Bitcoin."" - #cio of @NYDIG_BTC",@MicroStrategy,/MicroStrategy/status/1488592940423270400,True
2022-02-01 19:16:49,WOAH. $TRAC @origin_trail   This is world-changing   #Crypto #CryptocurrencyNews #cryptocurrency #cryptocommunity #Bitcoin,@katielivvv,/katielivvv/status/1488592188883750920,False
2022-02-01 19:16:14,#Bitcoin is real money.,@BTCReserveHQ,/BTCReserveHQ/status/1488592042972389377,False
2022-02-01 19:14:29,Connecting a decentralized world #Nexus #NXS $NXS #Bitcoin $BTC,@projectphoenixO,/projectphoenixO/status/1488591601203126274,False
2022-02-01 19:12:29,Sat down with the one and only @maxkeiser yesterday to talk about how @paxful is making #Bitcoin adoption a reality here in #ElSalvador,@whbitcoin,/whbitcoin/status/1488591100831014912,False
2022-02-01 19:11:26,Governments that ignore #Bitcoin will lose their power.  Governments that ban #Bitcoin will lose their power.  Governments that join #Bitcoin will lose their power.,@BitcoinSapiens,/BitcoinSapiens/status/1488590835923013641,False
2022-02-01 19:06:50,"""It's time to opt into something that's open, transparent, and for everyone.""- Jack Dorsey on #Bitcoin",@BitcoinMagazine,/BitcoinMagazine/status/1488589679784046594,False
2022-02-01 19:03:15,Releasing a banger #Bitcoin report tomorrow afternoon in tandem with @samjrule.   Sub to the Deep Dive for first access ,@DylanLeClair_,/DylanLeClair_/status/1488588774938497037,True
2022-02-01 19:01:22,"Simply #Bitcoin  Jan 31st   -Facebook gives up,  Joins Bitcoin Open Source Movement? | EP 420   -Special Guest:  @nozomimagine   -Meme Review  @BTCGandalf   Awesome #BTC only companies that support the show listed in the Thread below  http://youtu.be/93CmwECDcUE",@SimplyBitcoinTV,/SimplyBitcoinTV/status/1488588303096029191,True
2022-02-01 18:22:53,Not a central banker in site innovating how #ElSalvador  builds their economy on digital hard sound money #Bitcoin,@SimonDixonTwitt,/SimonDixonTwitt/status/1488578618758508544,True
2022-02-01 18:21:11,"For comparison: There are currently 2,933,238 unique addresses that hold $BTC on the #Bitcoin #blockchain. There  have been 36,021,793 addresses used since BTC began in 2009. There has been 171,042,695 BTC transactions since the chain started.",@jaredctate,/jaredctate/status/1488578187604869125,True
2022-02-01 18:21:06,Obviously @paulkrugman doesn’t care about facts. He gets his #cuckbucks and stays in line like a good little boy.   Wrong about the Internet and now wrong about #Bitcoin,@bitcoinzay,/bitcoinzay/status/1488578170030891018,False
2022-02-01 18:20:00,"“No international organization is going to make us do anything, anything at all,” Treasury Minister @AlejandroZelay9 said, adding on a local television station that #Bitcoin as legal tender was an issue of sovereignty for #ElSalvador.   https://decrypt.co/91678/el-salvador-fires-back-imf-amid-bitcoin-row… by @ScottChipolina",@decryptmedia,/decryptmedia/status/1488577890883031042,True
2022-02-01 18:18:09,#Bitcoin facilitates capital flight at the speed of light.,@Breedlove22,/Breedlove22/status/1488577427399872513,True
2022-02-01 18:15:28,#Bitcoin Negative Funding still coming in   Shorts going to keep adding fuel for a move up:,@MatthewHyland_,/MatthewHyland_/status/1488576751349518337,True
2022-02-01 18:10:22,"Bitcoin: Delusions of money https://computerworld.com/article/3648339/bitcoin-delusions-of-money.html… via @computerworld & @sjvn Beneath all the frills, news, and passion, #Bitcoin, as it's being used, is a scam.",@sjvn,/sjvn/status/1488575467984769031,True
2022-02-01 18:08:11,Here is a low-time frame visual for the battle between #Bitcoin buyers and sellers... limit sell orders on the books between $39-41k and very heavy buy orders all the way down to $28k with the biggest support zone at $30k.,@blaakke,/blaakke/status/1488574917809524744,True
