Time,Text,Name,Tweet_id,Verified
2022-08-24 23:35:51,"#VeChain continues to #BUIDL  Yesterday VeChainThor Accts: 1,849,267  Today VeChainThor Accts: 1,849,689  Clauses: 380,567 Mkt Cap: 1.9B  #Layer1 #NFT #PoA2 #Web3 #Carbon #Logistics #Sustainability #SDGs #VeUSD  VTHO Burn Today : 137,454  VTHO Avg 90D Burn: 60,812  #Bitcoin",@ohhwesley89,/ohhwesley89/status/1562584502194409473,False
2022-08-24 23:26:37,".@vergecurrency   For me it’s the perfect digital currency to be used alongside #Bitcoin   With faster, cheaper transactions, one can use #XVG for its convenience while hodling BTC just as one would cash to gold.   http://Vergecurrency.com",@TranJ87,/TranJ87/status/1562582178261004289,True
2022-08-24 23:13:31,"Alright, it’s Bitcoin Meetup time again!   If you’re near Northern Virginia, come join us for drinks, city views, and all things #bitcoin   Snacks/drinks graciously sponsored by the one and only @bitrefill   Tuesday, August 30th at 7pm Star Hill Beer Garden Tysons Corner, VA",@mshodl,/mshodl/status/1562578881642577922,False
2022-08-24 23:10:42,$wALV is releasing their wallet in about 1-2 weeks such a good project   #Btc #Bitcoin #eth #ethereum #bnb #binance #Blockchain #gem #gems #100xgem #shiba #Alvey #Alveychain #cryptoworld #cryptocurrencies #cryptoinvestor #invest #forexlifestyle #cryptotrading #crypto #wallet,@CryptoMOLAh,/CryptoMOLAh/status/1562578173484621825,True
2022-08-24 21:47:37,"One more time for those in the back...  Native #Bitcoin to anything on Uniswap, and vice versa.  This includes of course, native BTC<>WBTC or BTC<>USDC/T  No intermediaries, no borders, no KYC. No need to retreat to bank fiat to reduce volatility anymore.",@ErikVoorhees,/ErikVoorhees/status/1562557264791105536,True
2022-08-24 21:38:37,"The future of payments is Lightning  With #Bitcoin as the monetary network, the financial system will be cheaper, faster, more innovative, and more inclusive  Join the Strike Card waitlist in your app!  We'll widen access as we work toward a public launch in the coming weeks ",@jackmallers,/jackmallers/status/1562554998172823552,False
2022-08-24 21:38:24,"The Strike Card makes Strike the first banking app that allows users to use dollars on the ACH network, a card network, and the Lightning network.  A banking app that uses #Bitcoin as a payments network, allowing users to use their dollars in ways that were previously impossible",@jackmallers,/jackmallers/status/1562554945274265601,False
2022-08-24 21:38:23,"With my @Strike card, I now get my direct deposit to Strike, I buy #Bitcoin on Strike, I remit money on Strike, I spend money on Strike, and I earn rewards on Strike.   Now, Strike does everything my bank does.   Now, I can finally close my @Chase account.  A #Bitcoin native bank",@jackmallers,/jackmallers/status/1562554942598299648,False
2022-08-24 21:36:14,"#Bitcoin - The world's longest ""bear flag"" continues. Everything going to plan, I'm liking my chances of a big upside towards end of year.",@IncomeSharks,/IncomeSharks/status/1562554401268826114,False
2022-08-24 21:32:30,"Have you been to #Bitcoin Mecca? (#ElZonte, #ElSalvador)  A quick thread on areas of excellence and opportunity from my recent trip…",@adam_nili,/adam_nili/status/1562553460691959810,True
2022-08-24 21:24:02,"The best way to protect privacy is to AVOID this data collection, and purchase #bitcoin through NO-KYC onramps.  Here's a few NO-KYC options you can consider as alternatives for buying bitcoin:  @bisq_network  @hodlhodl  @Azteco_   And tons more here → http://kycnot.me",@BitcoinMagEDU,/BitcoinMagEDU/status/1562551328252907520,False
2022-08-24 21:23:57,3 ways you can drastically improve your #bitcoin privacy in the next 5 minutes:,@BitcoinMagEDU,/BitcoinMagEDU/status/1562551307394658305,False
2022-08-24 21:11:01,At Realized Price again. #Bitcoin,@therationalroot,/therationalroot/status/1562548052551798785,False
2022-08-24 20:18:10,"Founded in 1895, Sullivan Bank has adopted #bitcoin",@DocumentingBTC,/DocumentingBTC/status/1562534753533710336,False
2022-08-24 20:17:23,Don't forget that last week was a bearish engulfing candle for #crypto.  They've been an incredibly accurate signal of turning points for the last 15 months.  $TOTAL $BTC $ETH #Bitcoin,@JustinBennettFX,/JustinBennettFX/status/1562534557530071043,True
2022-08-24 20:08:14,"Hash Ribbons flashed a buy signal on Friday.  Is now the best time to buy #bitcoin?  Find out in my latest for @BitcoinMagazine, featuring an interview with @caprioleio:",@namcios,/namcios/status/1562532253833474048,True
2022-08-24 20:06:58,#Bitcoin mining facilty on Lake Ontario! Upgrading the energy grid ,@DocumentingBTC,/DocumentingBTC/status/1562531936933134336,False
2022-08-24 20:02:57,DO NOT MISS TONIGHTS #BITCOIN NEWS!!,@MartiniGuyYT,/MartiniGuyYT/status/1562530923295387648,True
2022-08-24 20:02:47,El Salvador is #Bitcoin country     And wait until you see the investments and projects lined up in the pipeline ,@stacyherbert,/stacyherbert/status/1562530883785363457,False
2022-08-24 20:02:37,I paid off my own student loans.  Before I owned #Bitcoin. By working my ass off.,@natbrunell,/natbrunell/status/1562530841003061248,True
2022-08-24 19:47:56,PHILIPPINES: Universities to offer #Bitcoin and crypto courses! ,@BTC_Archive,/BTC_Archive/status/1562527144445898752,True
2022-08-24 19:40:24,Universities and colleges need to offer courses on #Bitcoin and Austrian economics classes.,@derekmross,/derekmross/status/1562525248758501380,True
2022-08-24 19:28:51,#Bitcoin Bouncing from Daily Support! ,@rovercrc,/rovercrc/status/1562522344035614721,True
2022-08-24 19:16:01,Much of the crypto community hasn't discover #BRISE yet but when they finally know about #Brise & it potential then you know what will happen   Follow @bitgertPro   #Bitgertcommunity #BRISE #Bitgertchain #BRC20 #BriseExchange #BriseWallet #bitgertpro #Bitcoin #BNB #MEXCGlobal,@bitgertPro,/bitgertPro/status/1562519111741358080,False
